customer_id,age,gender,location,tenure_months,estimated_income
1303,,Female,Suburban,21,63368.01838916714
1304,64.0,Male,Urban,30,40969.72496260227
1305,26.0,Male,Urban,42,74948.52640128088
1306,26.0,Male,Rural,20,30728.19479590529
1307,27.0,Male,Urban,8,73707.6287831832
1308,69.0,Female,Suburban,18,45798.510021034825
1309,43.0,Male,Urban,57,67264.09469055147
1310,58.0,Female,Urban,18,54930.220892928104
1311,52.0,Male,Urban,18,52793.22927242935
1312,69.0,Female,Urban,2,78935.46013267146
1313,42.0,Male,Suburban,12,90529.62587686098
1314,43.0,Male,Urban,32,
1315,28.0,Male,Urban,42,63732.80040889953
1316,55.0,Male,Urban,8,38270.95801902842
1317,19.0,Female,Suburban,51,50789.95762431454
1318,24.0,Male,Suburban,10,45463.33243856898
1319,35.0,Female,Urban,11,34816.87115718459
1320,44.0,Male,Urban,14,81184.98313655514
1321,,Female,Suburban,26,62069.03875420974
1322,44.0,Female,Suburban,47,49066.846428427154
1323,34.0,Male,Urban,30,58836.069744403736
1324,60.0,Male,Suburban,56,
1325,61.0,Male,Suburban,55,80553.06254720056
1326,68.0,Female,Suburban,42,71166.16992252902
1327,,Male,Suburban,4,46612.55816709495
1328,42.0,Female,Rural,39,62386.727580522966
1329,24.0,Female,Urban,11,38180.31009527084
1330,69.0,Female,Rural,24,
1331,23.0,Female,Urban,54,79559.03564532648
1332,41.0,Female,Suburban,22,
1333,50.0,Male,Urban,3,47144.03038423053
1334,66.0,Female,Urban,37,76652.40378041774
1335,46.0,Female,Suburban,58,72544.12685589305
1336,60.0,Male,Suburban,2,55187.9116639235
1337,39.0,Female,Urban,12,74922.34426521564
1338,43.0,Male,Urban,21,84525.58118452494
1339,45.0,Female,Urban,5,
1340,67.0,Female,Rural,7,38926.314492987265
1341,38.0,Male,Suburban,4,54437.00145581559
1342,66.0,Female,Urban,43,
1343,24.0,Male,Suburban,54,43930.08732808836
1344,34.0,Male,Rural,41,91159.03514861134
1345,37.0,Male,Urban,36,66268.99526608225
1346,58.0,Female,Suburban,59,50928.64515875485
1347,66.0,Male,Urban,22,49678.70963171663
1348,37.0,Male,Suburban,29,46096.616589820165
1349,39.0,Female,Urban,9,74116.85442050433
1350,45.0,Male,Urban,26,76496.12046638288
1351,57.0,Male,Urban,12,
1352,66.0,Male,Urban,48,89385.34630074652
1353,24.0,Male,Suburban,1,
1354,18.0,Male,Urban,8,44061.76952576525
1355,49.0,Male,Urban,33,69544.79246212268
1356,30.0,Other,Suburban,52,36007.778495289225
1357,47.0,Female,Urban,51,32697.864505899553
1358,40.0,Male,Urban,4,40935.12956593615
1359,68.0,Male,Rural,14,44294.85128575377
1360,36.0,Male,Suburban,55,74990.0020182217
1361,49.0,Female,Urban,29,
1362,47.0,Male,Urban,14,67375.72585914811
1363,46.0,Male,Rural,9,76830.79772581319
1364,66.0,Female,Urban,9,88893.77435525332
1365,62.0,Male,Urban,26,50162.72418315669
1366,46.0,Male,Urban,49,51746.90158389145
1367,47.0,Female,Urban,47,100728.97165925396
1368,33.0,Female,Suburban,42,87062.97682934662
1369,57.0,Male,Suburban,17,54507.720439400924
1370,36.0,Female,Rural,41,82933.38127417566
1371,35.0,Male,Suburban,4,
1372,18.0,Female,Urban,46,60326.246786842166
1373,31.0,Female,Urban,3,109665.0590389085
1374,68.0,Female,Rural,29,81495.95056566808
1375,64.0,Female,Urban,25,97736.19463498757
1376,67.0,Female,Urban,21,38756.063408761416
1377,19.0,Female,Rural,12,95952.27427487611
1378,45.0,Female,Urban,54,56872.926211360966
1379,66.0,Male,Urban,1,56614.824555872314
1380,67.0,Male,Suburban,1,67796.62653158576
1381,47.0,Female,Rural,45,70247.388478917
1382,55.0,Female,Urban,46,81102.1005388264
1383,68.0,Male,Suburban,48,77669.78293527977
1384,21.0,Female,Urban,7,46935.447988364984
1385,18.0,Female,Urban,10,40070.39003401622
1386,25.0,Other,Rural,15,56174.39488593776
1387,46.0,Female,Rural,40,59731.6002547803
1388,56.0,Male,Urban,11,61781.12028463579
1389,20.0,Male,Urban,56,87338.11385939934
1390,49.0,Male,Urban,46,63688.66699281214
1391,27.0,Male,Urban,45,
1392,27.0,Female,Urban,23,88916.33382078458
1393,36.0,Female,Urban,13,53971.73633532477
1394,63.0,Female,Urban,27,24489.95908498732
1395,51.0,Female,Urban,41,107761.56749019859
1396,,Male,Urban,17,54351.0299687961
1397,40.0,Male,Suburban,50,78576.34037586256
1398,45.0,Male,Urban,51,
1399,49.0,Male,Urban,13,91972.86285684082
1400,67.0,Female,Suburban,12,76955.43487131104
1401,24.0,Male,Suburban,29,38257.900250615974
1402,46.0,Male,Urban,21,20902.173108022864
1403,25.0,Male,Urban,20,63773.99524660214
1404,18.0,Female,Suburban,20,69942.55314712413
1405,20.0,Male,Urban,31,75254.4398676249
1406,41.0,Female,Suburban,8,44444.375770828374
1407,40.0,Male,Urban,24,47124.62267926227
1408,25.0,Female,Urban,11,22202.644759156974
1409,64.0,Male,Urban,39,
1410,54.0,Female,Suburban,33,27376.557395690896
1411,20.0,Female,Rural,42,45748.36341410705
1412,68.0,Female,Urban,15,66563.0078140892
1413,,Female,Urban,4,66274.92343986314
1414,45.0,Male,Urban,1,46519.58354353767
1415,64.0,Male,Urban,32,65441.67167478586
1416,25.0,Male,Suburban,11,89560.65510229851
1417,,Female,Urban,30,54436.27238633306
1418,52.0,Male,Rural,37,
1419,49.0,Male,Suburban,19,75712.12481322548
1420,41.0,Female,Rural,51,
1421,31.0,Female,Suburban,36,46070.98665443932
1422,49.0,Male,Urban,34,46219.15751332351
1423,63.0,Female,Urban,7,20334.688197865158
1424,60.0,Female,Urban,45,50783.14642100232
1425,33.0,Male,Urban,20,41545.513837507446
1426,21.0,Male,Urban,53,29541.85645197864
1427,69.0,Female,Urban,12,52704.442817929434
1428,54.0,Female,Rural,32,59901.3215059823
1429,,Male,Urban,2,56243.54176719439
1430,31.0,Male,Suburban,22,53522.288723700236
1431,48.0,Female,Rural,41,90487.08356131622
1432,65.0,Female,Suburban,48,66148.39721649408
1433,35.0,Female,Urban,40,73014.56653509515
1434,24.0,Male,Urban,24,96212.7457842872
1435,27.0,Male,Urban,50,79738.01331100235
1436,24.0,Female,Urban,31,54528.05594622034
1437,50.0,Male,Urban,4,22939.90355469018
1438,40.0,nan,Suburban,24,
1439,38.0,Female,Urban,43,89109.38379871724
1440,36.0,Male,Urban,17,79596.93706258023
1441,65.0,Female,Rural,40,52652.48536662542
1442,36.0,Male,Urban,19,
1443,53.0,Female,Urban,40,62556.370742571875
1444,46.0,Male,Suburban,38,47680.59093828811
1445,35.0,Male,Urban,55,48877.544051606776
1446,19.0,Female,Suburban,34,
1447,18.0,Female,Urban,47,69846.7523779107
1448,64.0,Male,Suburban,33,38882.493960852305
1449,22.0,Female,Urban,6,
1450,37.0,Male,Urban,51,59875.57713214258
1451,28.0,Male,Urban,36,37884.09537237172
1452,59.0,Male,Urban,13,80520.12497211037
1453,19.0,Male,Urban,47,90005.83130896228
1454,20.0,Male,Urban,9,122822.18573993517
1455,40.0,Male,Urban,35,87415.47447848761
1456,,Male,Urban,34,42496.36520309579
1457,37.0,Male,Urban,16,64201.32149653832
1458,22.0,Male,Urban,18,110574.44649847374
1459,54.0,Female,Suburban,18,44436.825676752065
1460,55.0,Male,Urban,38,34600.324401976206
1461,,Female,Urban,50,52200.56583356325
1462,26.0,Female,Suburban,43,39705.77190811488
1463,51.0,Female,Suburban,32,47848.69178455851
1464,61.0,Female,Urban,7,46776.15488654959
1465,52.0,Female,Urban,23,
1466,69.0,Male,Urban,23,
1467,39.0,Female,Urban,46,62617.35049990568
1468,61.0,Female,Suburban,18,44701.09849328809
1469,41.0,Female,Urban,7,70999.71418197587
1470,34.0,Female,Suburban,42,73177.27591177153
1471,27.0,Male,Urban,40,77852.24921688592
1472,47.0,Female,Urban,24,77848.63660328697
1473,,Female,Suburban,14,
1474,40.0,Male,Urban,50,59912.88671673828
1475,49.0,Male,Urban,5,
1476,34.0,Female,Rural,46,68838.01977094034
1477,67.0,Female,Suburban,54,77748.00621391764
1478,68.0,Female,Suburban,57,35659.4717266692
1479,34.0,Female,Urban,22,79072.13835075047
1480,31.0,Male,Urban,58,22278.165042738554
1481,26.0,Male,Rural,22,29419.878546069707
1482,57.0,Male,Urban,10,42011.72149683836
1483,19.0,Male,Suburban,26,68511.9361939025
1484,62.0,Male,Urban,15,71934.84904555463
1485,42.0,Male,Urban,38,43718.66625331147
1486,56.0,Female,Rural,41,21505.928972382448
1487,26.0,Female,Urban,42,79069.86871040025
1488,39.0,Male,Urban,55,
1489,60.0,Male,Urban,49,68555.99818506459
1490,63.0,Male,Urban,1,98533.16886024273
1491,21.0,Female,Urban,14,63000.374127198076
1492,43.0,Male,Urban,36,40161.9175334612
1493,46.0,Male,Urban,31,86575.33415755988
1494,62.0,Female,Suburban,28,51850.55253615386
1495,51.0,Female,Urban,34,
1496,40.0,Male,Rural,35,49271.05922072569
1497,54.0,Male,Urban,39,43352.53859012797
1498,28.0,Male,Urban,23,51568.78522697731
1499,23.0,Female,Urban,46,90412.6015894121
1500,35.0,Female,Suburban,44,38669.697793384374
1501,38.0,Male,Rural,19,81390.25678432961
1502,59.0,Female,Suburban,18,23018.720085506626
1503,53.0,Male,Urban,15,92019.26309950961
1504,58.0,Male,Urban,1,94114.64658170423
1505,55.0,Male,Suburban,25,39524.80855666527
1506,51.0,Female,Rural,26,61578.726905470525
1507,34.0,Male,Rural,35,72877.03838436365
1508,54.0,Male,Urban,57,
1509,42.0,Male,Rural,15,97654.83009747995
1510,55.0,Male,Urban,4,60432.228629091325
1511,29.0,Female,Urban,15,49597.52963410748
1512,40.0,Male,Urban,42,61576.44000005292
1513,59.0,Male,Urban,38,45275.433556549375
1514,39.0,Female,Suburban,45,60418.584047783865
1515,38.0,Female,Suburban,39,
1516,44.0,Female,Suburban,58,
1517,48.0,Female,Suburban,54,75949.334809485
1518,23.0,Male,Urban,1,26151.461721367363
1519,44.0,Female,Suburban,22,95255.79977438707
1520,57.0,Female,Urban,11,64607.7834081644
1521,51.0,Male,Suburban,46,96942.85990392216
1522,29.0,Female,Suburban,38,79240.1538319417
1523,62.0,Male,Suburban,37,33131.10784263999
1524,24.0,nan,Urban,51,
1525,27.0,Female,Suburban,26,24096.139440564904
1526,62.0,Female,Urban,51,41928.34727250817
1527,34.0,Female,Urban,27,57263.848770402816
1528,43.0,Female,Suburban,58,45898.07886628865
1529,38.0,Male,Urban,13,
1530,45.0,Male,Suburban,7,46658.28159728403
1531,63.0,Male,Urban,8,
1532,19.0,Male,Urban,46,62377.1002088232
1533,60.0,Female,Suburban,51,72469.27851338204
1534,18.0,Male,Urban,51,58964.204875239564
1535,68.0,Male,Urban,23,66747.66962781138
1536,53.0,Female,Urban,26,18892.56732143277
1537,68.0,Female,Urban,44,93414.15005978958
1538,43.0,Male,Suburban,55,45563.96575155299
1539,46.0,Male,Urban,27,82916.04203123531
1540,38.0,Male,Suburban,9,83693.86133396099
1541,28.0,Female,Suburban,46,24033.502270175893
1542,57.0,Male,Urban,38,
1543,28.0,Female,Suburban,47,68106.66047997457
1544,53.0,Male,Suburban,13,62196.01076628734
1545,66.0,Male,Urban,7,59981.19637607762
1546,56.0,Female,Urban,11,51283.8529473209
1547,57.0,Male,Urban,10,45723.15925497014
1548,52.0,Male,Suburban,33,81160.80469805884
1549,51.0,Male,Suburban,39,67955.18288424941
1550,64.0,Female,Urban,50,
1551,41.0,Female,Suburban,55,27977.6522462864
1552,39.0,Male,Suburban,3,54866.2812014824
1553,22.0,Male,Suburban,41,58883.56774888587
1554,50.0,Male,Suburban,29,76815.60949969004
1555,53.0,Female,Urban,37,25128.935911080574
1556,64.0,Female,Suburban,55,38083.906945931434
1557,37.0,Female,Suburban,56,95974.6253725464
1558,36.0,Female,Suburban,45,44052.340683984075
1559,52.0,Male,Urban,16,22968.87416541313
1560,69.0,Male,Urban,16,
1561,60.0,Male,Urban,44,44123.69112009456
1562,34.0,Male,Urban,50,73022.54121364583
1563,62.0,Male,Suburban,43,72776.8300548119
1564,60.0,Female,Urban,49,40612.76379905423
1565,51.0,Female,Suburban,7,52421.54212927022
1566,26.0,Female,Suburban,15,
1567,43.0,Male,Suburban,38,71408.9554830592
1568,19.0,Female,Urban,6,39308.16373683237
1569,26.0,Female,Rural,18,41518.33861119789
1570,26.0,Female,Suburban,19,102326.64687453676
1571,57.0,Male,Suburban,52,54805.662918696005
1572,34.0,Male,Urban,51,89868.96903477795
1573,18.0,Male,Urban,2,64572.219854103154
1574,42.0,Male,Urban,3,81900.49874438565
1575,60.0,Female,Urban,46,72505.72073322813
1576,57.0,Male,Urban,54,63419.91027780834
1577,59.0,Male,Urban,25,63183.238028463056
1578,42.0,Female,Suburban,36,35185.90204449548
1579,56.0,Female,Urban,54,56666.49903786618
1580,52.0,Male,Urban,49,49559.12881747967
1581,20.0,Female,Suburban,28,53443.316196772445
1582,67.0,Male,Urban,38,52608.67176254213
1583,54.0,Male,Suburban,28,63247.98403511456
1584,61.0,Male,Urban,32,72759.07166390898
1585,61.0,Female,Urban,51,57249.502192974236
1586,,Female,Urban,41,79097.62051647423
1587,47.0,Male,Suburban,36,51691.02319468953
1588,55.0,Female,Urban,39,61733.93200926394
1589,51.0,Male,Suburban,36,110467.41235327098
1590,29.0,Female,Urban,43,35972.16122346887
1591,36.0,Male,Urban,54,51572.17159841148
1592,54.0,Male,Suburban,23,23712.190272388347
1593,61.0,Female,Urban,2,64568.945462157375
1594,66.0,Female,Suburban,10,60330.7472002309
1595,34.0,Male,Urban,6,62514.39086882507
1596,27.0,Male,Urban,8,41768.89105801821
1597,,Male,Suburban,15,44765.935050199536
1598,64.0,Male,Rural,45,61081.149818150276
1599,29.0,Female,Urban,29,31943.863330021253
1600,33.0,Other,Suburban,28,77630.171753679
1601,41.0,Male,Urban,22,32182.30391371221
1602,36.0,Male,Suburban,34,56980.89034262211
1603,25.0,Female,Suburban,20,51284.161879894295
1604,48.0,Male,Urban,33,
1605,38.0,Female,Urban,15,27885.469587869327
1606,34.0,Male,Urban,7,59116.08530089126
1607,40.0,Female,Urban,24,35838.90746402861
1608,54.0,Female,Urban,26,62803.84335600372
1609,33.0,Female,Suburban,50,44810.29717804074
1610,23.0,Female,Rural,10,58994.59127455804
1611,25.0,Male,Urban,15,23773.05028552428
1612,42.0,Female,Urban,37,78245.56393952435
1613,35.0,Female,Urban,59,81926.82028215878
1614,42.0,Male,Rural,24,48958.33305173287
1615,29.0,Male,Urban,11,116028.20756438356
1616,32.0,Male,Urban,40,75214.31266751149
1617,43.0,Male,Urban,21,54835.618931944075
1618,58.0,Male,Urban,40,50180.98569547836
1619,62.0,Female,Urban,38,44373.28042988739
1620,43.0,Male,Urban,15,48185.22892831141
1621,64.0,Female,Urban,15,57802.61192142452
1622,49.0,Male,Urban,37,59124.81738910468
1623,27.0,Male,Urban,45,31919.3709639346
1624,33.0,Female,Urban,14,87094.88467233612
1625,24.0,Female,Urban,43,75735.42881341805
1626,34.0,Male,Rural,52,96944.78869741978
1627,40.0,Male,Suburban,21,67357.81003252485
1628,43.0,Male,Urban,44,80934.46704525918
1629,38.0,Female,Urban,20,34995.40215364108
1630,39.0,Female,Suburban,33,72044.89392582477
1631,24.0,Male,Urban,3,24166.780929764376
1632,31.0,Female,Urban,40,
1633,32.0,Female,Urban,23,110130.99781304938
1634,24.0,Male,Rural,44,53002.21152136723
1635,,Other,Suburban,47,59617.270364301825
1636,68.0,Female,Urban,23,74038.81954438053
1637,65.0,Male,Urban,27,
1638,25.0,Male,Rural,35,39571.360826822536
1639,67.0,Male,Rural,25,
1640,40.0,Male,Rural,32,76029.46488762808
1641,46.0,Female,Urban,22,65965.40464993495
1642,35.0,Male,Urban,8,76727.6108566669
1643,48.0,Female,Suburban,56,
1644,47.0,Female,Urban,51,61209.22022908063
1645,69.0,Female,Urban,52,60263.94397268066
1646,56.0,Female,Urban,38,61935.23193673643
1647,52.0,Male,Suburban,18,52726.61298387569
1648,35.0,Male,Suburban,28,52958.69370567659
1649,59.0,Female,Urban,28,
1650,56.0,Male,Suburban,11,88814.0538394259
1651,34.0,Male,Urban,12,26483.663794845328
1652,,Female,Suburban,55,
1653,48.0,Female,Urban,2,73852.55018290892
1654,41.0,Male,Urban,59,68710.10281541201
1655,52.0,Female,Urban,37,
1656,61.0,Female,Urban,4,45761.94144120302
1657,,Male,Urban,41,72225.73621479033
1658,51.0,Male,Urban,45,65017.235187447026
1659,20.0,Female,Rural,45,34161.168287446664
1660,54.0,Male,Urban,47,42758.059125104155
1661,60.0,Male,Urban,34,45205.95352941361
1662,57.0,Female,Urban,23,43496.03735693345
1663,43.0,Female,Urban,13,65429.223740021735
1664,40.0,Male,Urban,7,39519.891921236704
1665,61.0,Male,Suburban,32,75579.46582902873
1666,,Male,Urban,23,30293.342581967012
1667,32.0,nan,Suburban,49,79523.75275774395
1668,66.0,Male,Suburban,8,121194.1254216931
1669,21.0,Female,Urban,50,75575.0557150569
1670,46.0,Female,Urban,47,49121.33904899069
1671,39.0,Male,Suburban,47,49995.343672513045
1672,42.0,Other,Urban,37,37529.705591072096
1673,30.0,Female,Urban,34,81567.73535412211
1674,35.0,Female,Rural,48,63260.41826465551
1675,50.0,Male,Urban,29,23811.589463765806
1676,33.0,Female,Urban,37,30931.57276523643
1677,62.0,Female,Rural,23,24857.320632638744
1678,59.0,nan,Urban,38,75248.70934398341
1679,61.0,Male,Urban,29,39963.45964457664
1680,,Female,Suburban,44,76677.43982859343
1681,52.0,Male,Suburban,5,
1682,59.0,Male,Urban,52,75849.92274728938
1683,51.0,Male,Urban,40,54852.76022181023
1684,47.0,Female,Suburban,11,78996.8054446998
1685,30.0,Male,Suburban,14,44156.96753345353
1686,,Female,Urban,56,45307.810623702375
1687,35.0,nan,Urban,49,50893.330220274685
1688,49.0,Male,Urban,42,76675.16946833392
1689,49.0,Female,Suburban,2,38355.48501786399
1690,52.0,Male,Suburban,35,
1691,56.0,Male,Rural,45,55001.1867490817
1692,63.0,Female,Suburban,49,67981.303745888
1693,69.0,Female,Urban,59,52075.69685444476
1694,46.0,Female,Urban,35,71552.61450691948
1695,66.0,Female,Suburban,42,45043.63006162556
1696,46.0,Male,Suburban,28,79780.19448968195
1697,61.0,Male,Urban,8,75130.25840572776
1698,33.0,Female,Urban,32,48542.78053857112
1699,61.0,Male,Rural,4,74411.87785752708
1700,64.0,Male,Urban,45,38168.191774895226
1701,27.0,Female,Urban,7,63235.28240481223
1702,47.0,Male,Suburban,39,44206.36727497643
1703,42.0,Male,Suburban,48,66266.28609530277
1704,56.0,Female,Urban,27,56603.64932491949
1705,37.0,Female,Suburban,37,44818.0256825475
1706,22.0,Female,Urban,17,28570.12163979013
1707,18.0,Female,Urban,10,55676.819524405495
1708,47.0,Male,Urban,4,
1709,66.0,Female,Suburban,23,65684.61320486704
1710,20.0,Female,Rural,14,28723.390308086025
1711,62.0,Male,Suburban,5,55328.43909955787
1712,31.0,Male,Rural,2,
1713,47.0,Female,Urban,46,53803.16097521148
1714,67.0,Female,Urban,24,40541.69129267239
1715,21.0,Female,Urban,18,94946.05522690518
1716,35.0,Female,Urban,27,38386.09655082012
1717,54.0,Female,Suburban,24,55474.87061040455
1718,42.0,nan,Suburban,29,47698.850981124226
1719,65.0,Female,Rural,11,73057.06677838312
1720,18.0,Male,Urban,48,69628.73923893794
1721,63.0,Female,Urban,18,42093.32849646596
1722,,Male,Urban,59,46006.65463430075
1723,26.0,Female,Urban,48,62777.88341387288
1724,32.0,Female,Urban,53,64364.83590729509
1725,66.0,Female,Urban,4,55423.968970979
1726,41.0,Female,Urban,33,53852.797087008774
1727,21.0,Male,Urban,14,35427.575063487195
1728,29.0,Male,Urban,44,97005.17237544729
1729,54.0,Male,Urban,56,72767.91635198993
1730,54.0,Female,Urban,42,60118.035445685746
1731,60.0,Female,Urban,32,
1732,23.0,Female,Urban,51,55919.836981921835
1733,56.0,Male,Urban,4,43711.46737513744
1734,63.0,Female,Urban,20,66919.74165816043
1735,41.0,Female,Urban,21,62780.12573906373
1736,28.0,Male,Urban,3,93636.39063501568
1737,30.0,Female,Suburban,25,45258.62926689205
1738,51.0,Female,Suburban,4,40743.97570549428
1739,42.0,Female,Suburban,58,102024.82222939552
1740,24.0,Male,Urban,47,83690.52079921156
1741,69.0,Female,Urban,11,72733.96273853476
1742,21.0,Male,Suburban,16,46328.686261652234
1743,25.0,nan,Urban,59,68354.44821449659
1744,37.0,Male,Suburban,36,
1745,46.0,Male,Urban,6,49731.917285907984
1746,68.0,Female,Urban,31,36730.73503925442
1747,62.0,Male,Suburban,40,44939.18221447077
1748,,Female,Urban,13,36172.55259254902
1749,27.0,Female,Urban,23,73918.06438981264
1750,60.0,Female,Urban,52,95748.42104403305
1751,51.0,nan,Urban,4,79525.99406530357
1752,43.0,Male,Urban,37,74982.95023584412
1753,,Female,Urban,42,53276.25181107715
1754,66.0,Male,Suburban,37,
1755,20.0,Male,Suburban,44,
1756,23.0,Female,Urban,33,34016.431860912744
1757,22.0,Male,Rural,56,30942.240179027725
1758,22.0,Female,Urban,42,35597.249037802874
1759,64.0,Female,Urban,29,73743.52812572411
1760,40.0,Female,Suburban,37,75935.32584987373
1761,66.0,Other,Suburban,19,41969.43704779424
1762,26.0,Male,Suburban,51,65871.80227918933
1763,52.0,Female,Urban,20,82839.12987738247
1764,37.0,Female,Urban,32,56961.79805478654
1765,66.0,Female,Suburban,44,45132.799934037765
1766,59.0,Male,Urban,55,51668.406985278445
1767,52.0,Female,Suburban,16,88617.56905046193
1768,67.0,Male,Urban,5,58609.19549023977
1769,35.0,Male,Suburban,49,102714.45514384672
1770,34.0,Female,Urban,46,
1771,41.0,Female,Urban,12,49877.2348789597
1772,20.0,Female,Urban,45,31893.269616754045
1773,49.0,Female,Suburban,21,81447.7758465476
1774,52.0,Female,Suburban,14,61884.70156787972
1775,55.0,Male,Urban,37,41995.58952301685
1776,30.0,Male,Suburban,22,52827.4666991469
1777,64.0,Male,Urban,30,69709.1627981744
1778,42.0,Female,Urban,23,43463.632310953966
1779,26.0,Male,Urban,5,66845.34106485707
1780,21.0,Male,Urban,29,77989.42524338046
1781,31.0,Female,Urban,59,51329.04626135269
1782,54.0,Male,Urban,30,22769.142578995197
1783,51.0,Male,Suburban,18,54591.2737254963
1784,28.0,Female,Suburban,46,49923.04674884434
1785,58.0,Male,Suburban,50,
1786,20.0,Male,Urban,52,71735.37145522129
1787,45.0,Male,Rural,1,72513.24806672068
1788,46.0,Female,Suburban,39,64364.11946055579
1789,26.0,Female,Urban,17,51330.294344535534
1790,20.0,Male,Suburban,3,
1791,42.0,Female,Urban,42,46998.18595773087
1792,51.0,Male,Urban,7,73695.05349171744
1793,29.0,Female,Urban,27,51248.27615609345
1794,59.0,Male,Urban,28,54958.04913222383
1795,26.0,Female,Suburban,44,56623.93088737096
1796,32.0,Female,Urban,54,125344.40352503628
1797,57.0,Female,Urban,31,
1798,,Male,Rural,15,50591.249728187955
1799,22.0,Male,Rural,55,
1800,28.0,Female,Suburban,53,65083.771579748005
1801,51.0,Male,Urban,48,94623.01161728948
1802,41.0,Female,Urban,8,55418.587135329944
1803,32.0,Female,Suburban,6,47155.33011915874
1804,55.0,Female,Urban,28,58784.1371906275
1805,25.0,Male,Urban,4,80694.3348804971
1806,22.0,Female,Urban,30,87629.12742547868
1807,65.0,Female,Urban,43,39058.13665005904
1808,43.0,Female,Urban,17,73163.4474304162
1809,35.0,Male,Urban,34,57967.51560491408
1810,,Male,Urban,6,88850.25495521238
1811,54.0,Male,Urban,36,105904.22400459222
1812,65.0,Male,Urban,35,
1813,30.0,Female,Urban,39,40275.06558857548
1814,45.0,Female,Suburban,39,43170.055943205356
1815,22.0,Male,Suburban,16,93888.61853802449
1816,30.0,Female,Urban,2,57920.7928062175
1817,34.0,Male,Urban,8,44611.41286733898
1818,67.0,Male,Urban,15,
1819,57.0,Male,Urban,27,62793.94659234014
1820,62.0,Male,Urban,16,51759.95347232155
1821,49.0,Female,Urban,1,67806.61407666931
1822,46.0,Male,Suburban,59,63803.66851109894
1823,68.0,Female,Suburban,10,35687.85286453037
1824,20.0,Male,Urban,7,43649.93400211566
1825,57.0,Female,Urban,48,78892.6353822963
1826,51.0,Male,Suburban,10,80654.50448004958
1827,57.0,Male,Urban,12,52571.32082740171
1828,44.0,Male,Suburban,17,63520.99374504557
1829,30.0,Male,Urban,45,39185.15951210301
1830,62.0,Male,Suburban,12,58926.366724935644
1831,50.0,Female,Rural,15,82106.69379061852
1832,23.0,Female,Rural,46,93366.1132731667
1833,41.0,Female,Urban,51,57487.60078647731
1834,,Female,Urban,32,53716.05444086286
1835,33.0,Male,Urban,32,31271.04528461461
1836,57.0,Male,Rural,51,
1837,45.0,nan,Urban,26,58630.29435849582
1838,50.0,Female,Urban,14,56512.34763074787
1839,65.0,Female,Urban,50,
1840,58.0,Female,Urban,26,83741.6975755723
1841,30.0,Male,Urban,5,
1842,60.0,Male,Urban,52,56689.231984946506
1843,62.0,Male,Urban,38,73673.35568278335
1844,42.0,Male,Urban,50,
1845,59.0,Male,Rural,46,
1846,53.0,Male,Suburban,4,44101.91543004141
1847,44.0,Female,Suburban,28,66564.33077109
1848,55.0,Female,Urban,55,17488.38200283477
1849,24.0,Female,Suburban,1,52165.74501766135
1850,22.0,Female,Urban,13,63037.970145697414
1851,60.0,Male,Urban,43,53578.43349169688
1852,62.0,Male,Urban,3,37895.56788726327
1853,68.0,Female,Urban,49,46114.716042226326
1854,48.0,Male,Urban,50,39870.882241953004
1855,40.0,Male,Rural,25,57612.38596227523
1856,59.0,Male,Urban,42,75701.9806270193
1857,27.0,Male,Urban,16,53064.820254842685
1858,49.0,Female,Urban,21,96178.5167483619
1859,60.0,Male,Urban,13,64573.121925541374
1860,47.0,Female,Urban,52,19028.62843632348
1861,56.0,Female,Urban,44,66663.29811895693
1862,48.0,Male,Suburban,36,58992.07652910084
1863,35.0,Male,Urban,8,87547.87983397504
1864,53.0,Male,Urban,44,59660.54982171037
1865,19.0,Male,Suburban,19,54936.85649299807
1866,31.0,Female,Suburban,47,101458.8299465184
1867,30.0,Female,Suburban,16,17885.90673825999
1868,46.0,Female,Suburban,12,53114.62232004122
1869,29.0,Male,Urban,20,65314.10582061851
1870,56.0,Female,Urban,18,52012.29347946905
1871,19.0,Female,Suburban,54,17983.90158381861
1872,49.0,Female,Suburban,12,68081.74089655314
1873,30.0,Female,Urban,48,50840.18386569813
1874,63.0,Female,Urban,25,57275.192114258396
1875,44.0,Female,Suburban,52,85177.14222581356
1876,66.0,Female,Urban,11,
1877,58.0,Male,Urban,22,47599.31466055608
1878,34.0,Female,Urban,52,67871.79783961942
1879,57.0,Male,Suburban,46,51510.754074490535
1880,48.0,Male,Rural,34,53928.73848266566
1881,51.0,Other,Urban,13,75146.5336421141
1882,41.0,Female,Urban,46,47165.45968114746
1883,62.0,Male,Urban,38,71231.33469746448
1884,52.0,Male,Urban,12,55397.939727693214
1885,65.0,Male,Urban,39,49841.1094415712
1886,23.0,Female,Urban,36,49910.62160697035
1887,36.0,Female,Urban,28,47720.27622438813
1888,,Female,Suburban,27,61785.278798483305
1889,,Female,Suburban,39,54505.20062720465
1890,27.0,Male,Urban,13,87390.20284816563
1891,58.0,Female,Urban,43,42257.4355441052
1892,49.0,Male,Rural,40,70862.34195831582
1893,51.0,Female,Urban,27,82865.56804074156
1894,45.0,Female,Suburban,51,94602.51991372215
1895,32.0,Female,Urban,31,43764.51665548771
1896,47.0,Male,Suburban,2,80487.71214615957
1897,54.0,Male,Suburban,53,64118.01413600692
1898,46.0,Male,Suburban,18,81044.82821887835
1899,39.0,Female,Suburban,26,47106.620341757385
